Cell ID,mRNA in cytoplasm,mRNA in nucleus,Frame,Image
14,0,0,4,rep2_FOV3.tif
1,4,1,5,rep2_FOV3.tif
2,9,2,5,rep2_FOV3.tif
3,3,0,5,rep2_FOV3.tif
4,4,3,5,rep2_FOV3.tif
5,0,0,5,rep2_FOV3.tif
6,8,3,5,rep2_FOV3.tif
7,5,1,5,rep2_FOV3.tif
8,5,0,5,rep2_FOV3.tif
9,5,2,5,rep2_FOV3.tif
10,2,1,5,rep2_FOV3.tif
11,6,0,5,rep2_FOV3.tif
12,5,2,5,rep2_FOV3.tif
13,3,1,5,rep2_FOV3.tif
14,0,0,5,rep2_FOV3.tif
1,0,0,6,rep2_FOV3.tif
2,5,3,6,rep2_FOV3.tif
3,1,0,6,rep2_FOV3.tif
4,7,1,6,rep2_FOV3.tif
5,0,0,6,rep2_FOV3.tif
6,9,3,6,rep2_FOV3.tif
7,6,3,6,rep2_FOV3.tif
8,5,0,6,rep2_FOV3.tif
9,3,1,6,rep2_FOV3.tif
10,1,3,6,rep2_FOV3.tif
11,8,0,6,rep2_FOV3.tif
12,7,1,6,rep2_FOV3.tif
13,1,3,6,rep2_FOV3.tif
14,0,0,6,rep2_FOV3.tif
1,0,0,7,rep2_FOV3.tif
2,8,2,7,rep2_FOV3.tif
3,0,0,7,rep2_FOV3.tif
4,5,3,7,rep2_FOV3.tif
5,0,0,7,rep2_FOV3.tif
6,8,2,7,rep2_FOV3.tif
7,10,4,7,rep2_FOV3.tif
8,9,0,7,rep2_FOV3.tif
9,7,2,7,rep2_FOV3.tif
10,0,4,7,rep2_FOV3.tif
11,8,0,7,rep2_FOV3.tif
12,9,3,7,rep2_FOV3.tif
13,0,3,7,rep2_FOV3.tif
14,0,0,7,rep2_FOV3.tif
1,0,0,8,rep2_FOV3.tif
2,12,3,8,rep2_FOV3.tif
3,0,0,8,rep2_FOV3.tif
4,6,2,8,rep2_FOV3.tif
5,0,0,8,rep2_FOV3.tif
6,9,4,8,rep2_FOV3.tif
7,7,3,8,rep2_FOV3.tif
8,8,1,8,rep2_FOV3.tif
9,2,2,8,rep2_FOV3.tif
10,0,3,8,rep2_FOV3.tif
11,11,0,8,rep2_FOV3.tif
12,10,6,8,rep2_FOV3.tif
13,1,3,8,rep2_FOV3.tif
14,0,1,8,rep2_FOV3.tif
1,0,0,9,rep2_FOV3.tif
2,8,4,9,rep2_FOV3.tif
3,0,0,9,rep2_FOV3.tif
4,3,2,9,rep2_FOV3.tif
5,0,0,9,rep2_FOV3.tif
6,5,1,9,rep2_FOV3.tif
7,8,4,9,rep2_FOV3.tif
8,9,0,9,rep2_FOV3.tif
9,4,1,9,rep2_FOV3.tif
10,0,2,9,rep2_FOV3.tif
11,12,0,9,rep2_FOV3.tif
12,0,4,9,rep2_FOV3.tif
13,8,0,9,rep2_FOV3.tif
14,0,3,9,rep2_FOV3.tif
1,0,0,10,rep2_FOV3.tif
2,12,2,10,rep2_FOV3.tif
3,0,0,10,rep2_FOV3.tif
4,8,2,10,rep2_FOV3.tif
5,0,0,10,rep2_FOV3.tif
6,8,3,10,rep2_FOV3.tif
7,8,3,10,rep2_FOV3.tif
8,0,0,10,rep2_FOV3.tif
9,5,1,10,rep2_FOV3.tif
10,0,0,10,rep2_FOV3.tif
11,3,0,10,rep2_FOV3.tif
12,0,1,10,rep2_FOV3.tif
13,8,0,10,rep2_FOV3.tif
14,0,6,10,rep2_FOV3.tif
1,0,0,11,rep2_FOV3.tif
2,0,0,11,rep2_FOV3.tif
3,0,0,11,rep2_FOV3.tif
4,4,1,11,rep2_FOV3.tif
5,0,0,11,rep2_FOV3.tif
6,8,4,11,rep2_FOV3.tif
7,7,5,11,rep2_FOV3.tif
8,0,0,11,rep2_FOV3.tif
9,6,3,11,rep2_FOV3.tif
10,0,0,11,rep2_FOV3.tif
11,8,0,11,rep2_FOV3.tif
12,0,3,11,rep2_FOV3.tif
13,3,0,11,rep2_FOV3.tif
14,0,1,11,rep2_FOV3.tif
1,0,0,12,rep2_FOV3.tif
2,0,0,12,rep2_FOV3.tif
3,0,0,12,rep2_FOV3.tif
4,4,1,12,rep2_FOV3.tif
5,0,0,12,rep2_FOV3.tif
6,11,3,12,rep2_FOV3.tif
7,0,0,12,rep2_FOV3.tif
8,0,0,12,rep2_FOV3.tif
9,9,2,12,rep2_FOV3.tif
10,0,0,12,rep2_FOV3.tif
11,10,0,12,rep2_FOV3.tif
12,0,2,12,rep2_FOV3.tif
13,7,0,12,rep2_FOV3.tif
14,0,3,12,rep2_FOV3.tif
1,0,0,13,rep2_FOV3.tif
2,0,0,13,rep2_FOV3.tif
3,0,0,13,rep2_FOV3.tif
4,5,1,13,rep2_FOV3.tif
5,0,0,13,rep2_FOV3.tif
6,3,1,13,rep2_FOV3.tif
7,0,0,13,rep2_FOV3.tif
8,0,0,13,rep2_FOV3.tif
9,3,0,13,rep2_FOV3.tif
10,0,0,13,rep2_FOV3.tif
11,14,0,13,rep2_FOV3.tif
12,0,5,13,rep2_FOV3.tif
13,7,0,13,rep2_FOV3.tif
14,0,3,13,rep2_FOV3.tif
1,0,0,14,rep2_FOV3.tif
2,0,0,14,rep2_FOV3.tif
3,0,0,14,rep2_FOV3.tif
4,3,1,14,rep2_FOV3.tif
5,0,0,14,rep2_FOV3.tif
6,0,0,14,rep2_FOV3.tif
7,0,0,14,rep2_FOV3.tif
8,0,0,14,rep2_FOV3.tif
9,0,0,14,rep2_FOV3.tif
10,0,0,14,rep2_FOV3.tif
11,9,0,14,rep2_FOV3.tif
12,0,2,14,rep2_FOV3.tif
13,2,0,14,rep2_FOV3.tif
14,0,1,14,rep2_FOV3.tif
1,0,0,15,rep2_FOV3.tif
2,0,0,15,rep2_FOV3.tif
3,0,0,15,rep2_FOV3.tif
4,1,0,15,rep2_FOV3.tif
5,0,0,15,rep2_FOV3.tif
6,0,0,15,rep2_FOV3.tif
7,0,0,15,rep2_FOV3.tif
8,0,0,15,rep2_FOV3.tif
9,0,0,15,rep2_FOV3.tif
10,0,0,15,rep2_FOV3.tif
11,5,0,15,rep2_FOV3.tif
12,0,1,15,rep2_FOV3.tif
13,5,0,15,rep2_FOV3.tif
14,0,1,15,rep2_FOV3.tif
1,0,0,16,rep2_FOV3.tif
2,0,0,16,rep2_FOV3.tif
3,0,0,16,rep2_FOV3.tif
4,0,0,16,rep2_FOV3.tif
5,0,0,16,rep2_FOV3.tif
6,0,0,16,rep2_FOV3.tif
7,0,0,16,rep2_FOV3.tif
8,0,0,16,rep2_FOV3.tif
9,0,0,16,rep2_FOV3.tif
10,0,0,16,rep2_FOV3.tif
11,0,0,16,rep2_FOV3.tif
12,0,0,16,rep2_FOV3.tif
13,6,0,16,rep2_FOV3.tif
14,0,3,16,rep2_FOV3.tif
1,0,0,17,rep2_FOV3.tif
2,0,0,17,rep2_FOV3.tif
3,0,0,17,rep2_FOV3.tif
4,2,1,17,rep2_FOV3.tif
5,0,0,17,rep2_FOV3.tif
6,0,0,17,rep2_FOV3.tif
7,0,0,17,rep2_FOV3.tif
8,0,0,17,rep2_FOV3.tif
9,0,0,17,rep2_FOV3.tif
10,0,0,17,rep2_FOV3.tif
11,0,0,17,rep2_FOV3.tif
12,0,0,17,rep2_FOV3.tif
13,7,0,17,rep2_FOV3.tif
14,0,5,17,rep2_FOV3.tif
1,0,0,18,rep2_FOV3.tif
2,0,0,18,rep2_FOV3.tif
3,0,0,18,rep2_FOV3.tif
4,1,1,18,rep2_FOV3.tif
5,0,0,18,rep2_FOV3.tif
6,0,0,18,rep2_FOV3.tif
7,0,0,18,rep2_FOV3.tif
8,0,0,18,rep2_FOV3.tif
9,0,0,18,rep2_FOV3.tif
10,0,0,18,rep2_FOV3.tif
11,0,0,18,rep2_FOV3.tif
12,0,0,18,rep2_FOV3.tif
13,12,0,18,rep2_FOV3.tif
14,0,2,18,rep2_FOV3.tif
1,0,0,19,rep2_FOV3.tif
2,0,0,19,rep2_FOV3.tif
3,0,0,19,rep2_FOV3.tif
4,2,1,19,rep2_FOV3.tif
5,0,0,19,rep2_FOV3.tif
6,0,0,19,rep2_FOV3.tif
7,0,0,19,rep2_FOV3.tif
8,0,0,19,rep2_FOV3.tif
9,0,0,19,rep2_FOV3.tif
10,0,0,19,rep2_FOV3.tif
11,0,0,19,rep2_FOV3.tif
12,0,0,19,rep2_FOV3.tif
13,10,0,19,rep2_FOV3.tif
14,0,2,19,rep2_FOV3.tif
1,0,0,20,rep2_FOV3.tif
2,0,0,20,rep2_FOV3.tif
3,0,0,20,rep2_FOV3.tif
4,7,3,20,rep2_FOV3.tif
5,0,0,20,rep2_FOV3.tif
6,0,0,20,rep2_FOV3.tif
7,0,0,20,rep2_FOV3.tif
8,0,0,20,rep2_FOV3.tif
9,0,0,20,rep2_FOV3.tif
10,0,0,20,rep2_FOV3.tif
11,0,0,20,rep2_FOV3.tif
12,0,0,20,rep2_FOV3.tif
13,6,0,20,rep2_FOV3.tif
14,0,2,20,rep2_FOV3.tif
1,1,1,0,rep2_FOV2.tif
2,10,1,0,rep2_FOV2.tif
3,4,0,0,rep2_FOV2.tif
4,6,1,0,rep2_FOV2.tif
5,9,2,0,rep2_FOV2.tif
6,12,3,0,rep2_FOV2.tif
7,1,4,0,rep2_FOV2.tif
8,5,0,0,rep2_FOV2.tif
9,5,3,0,rep2_FOV2.tif
10,6,2,0,rep2_FOV2.tif
11,0,2,0,rep2_FOV2.tif
12,1,0,0,rep2_FOV2.tif
13,0,0,0,rep2_FOV2.tif
1,3,2,1,rep2_FOV2.tif
2,9,0,1,rep2_FOV2.tif
3,4,1,1,rep2_FOV2.tif
4,2,2,1,rep2_FOV2.tif
5,9,0,1,rep2_FOV2.tif
6,10,5,1,rep2_FOV2.tif
7,2,1,1,rep2_FOV2.tif
8,9,1,1,rep2_FOV2.tif
9,5,2,1,rep2_FOV2.tif
10,5,3,1,rep2_FOV2.tif
11,3,2,1,rep2_FOV2.tif
12,1,3,1,rep2_FOV2.tif
13,0,0,1,rep2_FOV2.tif
1,2,1,2,rep2_FOV2.tif
2,6,2,2,rep2_FOV2.tif
3,6,1,2,rep2_FOV2.tif
4,6,1,2,rep2_FOV2.tif
5,6,2,2,rep2_FOV2.tif
6,5,4,2,rep2_FOV2.tif
7,3,2,2,rep2_FOV2.tif
8,8,3,2,rep2_FOV2.tif
9,5,3,2,rep2_FOV2.tif
10,2,1,2,rep2_FOV2.tif
11,5,1,2,rep2_FOV2.tif
12,1,2,2,rep2_FOV2.tif
13,0,0,2,rep2_FOV2.tif
1,4,2,3,rep2_FOV2.tif
2,8,2,3,rep2_FOV2.tif
3,8,3,3,rep2_FOV2.tif
4,7,0,3,rep2_FOV2.tif
5,5,2,3,rep2_FOV2.tif
6,7,2,3,rep2_FOV2.tif
7,2,1,3,rep2_FOV2.tif
8,13,1,3,rep2_FOV2.tif
9,5,5,3,rep2_FOV2.tif
10,2,2,3,rep2_FOV2.tif
11,6,1,3,rep2_FOV2.tif
12,0,2,3,rep2_FOV2.tif
13,0,0,3,rep2_FOV2.tif
1,3,2,4,rep2_FOV2.tif
2,4,0,4,rep2_FOV2.tif
3,7,4,4,rep2_FOV2.tif
4,10,1,4,rep2_FOV2.tif
5,3,2,4,rep2_FOV2.tif
6,2,2,4,rep2_FOV2.tif
7,1,0,4,rep2_FOV2.tif
8,9,1,4,rep2_FOV2.tif
9,9,3,4,rep2_FOV2.tif
10,2,3,4,rep2_FOV2.tif
11,8,1,4,rep2_FOV2.tif
12,0,2,4,rep2_FOV2.tif
13,0,0,4,rep2_FOV2.tif
1,2,1,5,rep2_FOV2.tif
2,0,0,5,rep2_FOV2.tif
3,5,1,5,rep2_FOV2.tif
4,12,1,5,rep2_FOV2.tif
5,4,3,5,rep2_FOV2.tif
6,4,1,5,rep2_FOV2.tif
7,0,2,5,rep2_FOV2.tif
8,10,0,5,rep2_FOV2.tif
9,4,2,5,rep2_FOV2.tif
10,3,2,5,rep2_FOV2.tif
11,6,0,5,rep2_FOV2.tif
12,0,1,5,rep2_FOV2.tif
13,0,0,5,rep2_FOV2.tif
1,2,1,6,rep2_FOV2.tif
2,0,0,6,rep2_FOV2.tif
3,1,0,6,rep2_FOV2.tif
4,5,0,6,rep2_FOV2.tif
5,7,0,6,rep2_FOV2.tif
6,9,1,6,rep2_FOV2.tif
7,0,3,6,rep2_FOV2.tif
8,10,0,6,rep2_FOV2.tif
9,9,4,6,rep2_FOV2.tif
10,0,5,6,rep2_FOV2.tif
11,6,0,6,rep2_FOV2.tif
12,0,1,6,rep2_FOV2.tif
13,0,0,6,rep2_FOV2.tif
1,2,1,7,rep2_FOV2.tif
2,0,0,7,rep2_FOV2.tif
3,0,0,7,rep2_FOV2.tif
4,7,0,7,rep2_FOV2.tif
5,9,1,7,rep2_FOV2.tif
6,12,2,7,rep2_FOV2.tif
7,0,3,7,rep2_FOV2.tif
8,8,0,7,rep2_FOV2.tif
9,6,2,7,rep2_FOV2.tif
10,0,2,7,rep2_FOV2.tif
11,4,0,7,rep2_FOV2.tif
12,0,3,7,rep2_FOV2.tif
13,0,0,7,rep2_FOV2.tif
1,1,0,8,rep2_FOV2.tif
2,0,0,8,rep2_FOV2.tif
3,1,0,8,rep2_FOV2.tif
4,5,0,8,rep2_FOV2.tif
5,3,1,8,rep2_FOV2.tif
6,10,1,8,rep2_FOV2.tif
7,0,3,8,rep2_FOV2.tif
8,0,0,8,rep2_FOV2.tif
9,5,0,8,rep2_FOV2.tif
10,0,2,8,rep2_FOV2.tif
11,2,0,8,rep2_FOV2.tif
12,0,1,8,rep2_FOV2.tif
13,0,0,8,rep2_FOV2.tif
1,0,0,9,rep2_FOV2.tif
2,0,0,9,rep2_FOV2.tif
3,1,0,9,rep2_FOV2.tif
4,0,0,9,rep2_FOV2.tif
5,7,0,9,rep2_FOV2.tif
6,0,1,9,rep2_FOV2.tif
7,1,0,9,rep2_FOV2.tif
8,0,1,9,rep2_FOV2.tif
9,0,0,9,rep2_FOV2.tif
10,0,0,9,rep2_FOV2.tif
11,3,0,9,rep2_FOV2.tif
12,0,0,9,rep2_FOV2.tif
13,0,0,9,rep2_FOV2.tif
1,0,0,10,rep2_FOV2.tif
2,0,0,10,rep2_FOV2.tif
3,1,0,10,rep2_FOV2.tif
4,0,0,10,rep2_FOV2.tif
5,2,0,10,rep2_FOV2.tif
6,0,0,10,rep2_FOV2.tif
7,3,0,10,rep2_FOV2.tif
8,0,3,10,rep2_FOV2.tif
9,0,0,10,rep2_FOV2.tif
10,0,0,10,rep2_FOV2.tif
11,0,0,10,rep2_FOV2.tif
12,0,0,10,rep2_FOV2.tif
13,0,0,10,rep2_FOV2.tif
1,0,0,11,rep2_FOV2.tif
2,0,0,11,rep2_FOV2.tif
3,1,0,11,rep2_FOV2.tif
4,0,0,11,rep2_FOV2.tif
5,0,0,11,rep2_FOV2.tif
6,0,0,11,rep2_FOV2.tif
7,1,0,11,rep2_FOV2.tif
8,0,1,11,rep2_FOV2.tif
9,0,0,11,rep2_FOV2.tif
10,0,0,11,rep2_FOV2.tif
11,1,0,11,rep2_FOV2.tif
12,0,1,11,rep2_FOV2.tif
13,0,0,11,rep2_FOV2.tif
1,0,0,12,rep2_FOV2.tif
2,0,0,12,rep2_FOV2.tif
3,1,1,12,rep2_FOV2.tif
4,0,0,12,rep2_FOV2.tif
5,0,0,12,rep2_FOV2.tif
6,0,0,12,rep2_FOV2.tif
7,3,0,12,rep2_FOV2.tif
8,0,2,12,rep2_FOV2.tif
9,0,0,12,rep2_FOV2.tif
10,0,0,12,rep2_FOV2.tif
11,2,0,12,rep2_FOV2.tif
12,0,2,12,rep2_FOV2.tif
13,0,0,12,rep2_FOV2.tif
1,0,0,13,rep2_FOV2.tif
2,0,0,13,rep2_FOV2.tif
3,4,0,13,rep2_FOV2.tif
4,0,0,13,rep2_FOV2.tif
5,0,0,13,rep2_FOV2.tif
6,0,0,13,rep2_FOV2.tif
7,4,0,13,rep2_FOV2.tif
8,0,3,13,rep2_FOV2.tif
9,0,0,13,rep2_FOV2.tif
10,0,0,13,rep2_FOV2.tif
11,0,0,13,rep2_FOV2.tif
12,0,0,13,rep2_FOV2.tif
13,0,0,13,rep2_FOV2.tif
1,0,0,14,rep2_FOV2.tif
2,0,0,14,rep2_FOV2.tif
3,5,1,14,rep2_FOV2.tif
4,0,0,14,rep2_FOV2.tif
5,0,0,14,rep2_FOV2.tif
6,0,0,14,rep2_FOV2.tif
7,3,0,14,rep2_FOV2.tif
8,0,0,14,rep2_FOV2.tif
9,0,0,14,rep2_FOV2.tif
10,0,0,14,rep2_FOV2.tif
11,0,0,14,rep2_FOV2.tif
12,0,0,14,rep2_FOV2.tif
13,0,0,14,rep2_FOV2.tif
1,0,0,15,rep2_FOV2.tif
2,0,0,15,rep2_FOV2.tif
3,4,1,15,rep2_FOV2.tif
4,0,0,15,rep2_FOV2.tif
5,0,0,15,rep2_FOV2.tif
6,0,0,15,rep2_FOV2.tif
7,3,0,15,rep2_FOV2.tif
8,0,0,15,rep2_FOV2.tif
9,0,0,15,rep2_FOV2.tif
10,0,0,15,rep2_FOV2.tif
11,0,0,15,rep2_FOV2.tif
12,0,0,15,rep2_FOV2.tif
13,0,0,15,rep2_FOV2.tif
1,0,0,16,rep2_FOV2.tif
2,0,0,16,rep2_FOV2.tif
3,4,1,16,rep2_FOV2.tif
4,0,0,16,rep2_FOV2.tif
5,0,0,16,rep2_FOV2.tif
6,0,0,16,rep2_FOV2.tif
7,4,0,16,rep2_FOV2.tif
8,0,2,16,rep2_FOV2.tif
9,0,0,16,rep2_FOV2.tif
10,0,0,16,rep2_FOV2.tif
11,0,0,16,rep2_FOV2.tif
12,0,0,16,rep2_FOV2.tif
13,0,0,16,rep2_FOV2.tif
1,0,0,17,rep2_FOV2.tif
2,0,0,17,rep2_FOV2.tif
3,4,0,17,rep2_FOV2.tif
4,0,0,17,rep2_FOV2.tif
5,0,0,17,rep2_FOV2.tif
6,0,0,17,rep2_FOV2.tif
7,0,0,17,rep2_FOV2.tif
8,0,0,17,rep2_FOV2.tif
9,0,0,17,rep2_FOV2.tif
10,0,0,17,rep2_FOV2.tif
11,0,0,17,rep2_FOV2.tif
12,0,0,17,rep2_FOV2.tif
13,0,0,17,rep2_FOV2.tif
1,0,0,18,rep2_FOV2.tif
2,0,0,18,rep2_FOV2.tif
3,4,1,18,rep2_FOV2.tif
4,0,0,18,rep2_FOV2.tif
5,0,0,18,rep2_FOV2.tif
6,0,0,18,rep2_FOV2.tif
7,0,0,18,rep2_FOV2.tif
8,0,0,18,rep2_FOV2.tif
9,0,0,18,rep2_FOV2.tif
10,0,0,18,rep2_FOV2.tif
11,0,0,18,rep2_FOV2.tif
12,0,0,18,rep2_FOV2.tif
13,0,0,18,rep2_FOV2.tif
1,0,0,19,rep2_FOV2.tif
2,0,0,19,rep2_FOV2.tif
3,0,0,19,rep2_FOV2.tif
4,0,0,19,rep2_FOV2.tif
5,0,0,19,rep2_FOV2.tif
6,0,0,19,rep2_FOV2.tif
7,0,0,19,rep2_FOV2.tif
8,0,0,19,rep2_FOV2.tif
9,0,0,19,rep2_FOV2.tif
10,0,0,19,rep2_FOV2.tif
11,0,0,19,rep2_FOV2.tif
12,0,0,19,rep2_FOV2.tif
13,0,0,19,rep2_FOV2.tif
1,0,0,20,rep2_FOV2.tif
2,0,0,20,rep2_FOV2.tif
3,0,0,20,rep2_FOV2.tif
4,0,0,20,rep2_FOV2.tif
5,0,0,20,rep2_FOV2.tif
6,0,0,20,rep2_FOV2.tif
7,0,0,20,rep2_FOV2.tif
8,0,0,20,rep2_FOV2.tif
9,0,0,20,rep2_FOV2.tif
10,0,0,20,rep2_FOV2.tif
11,0,0,20,rep2_FOV2.tif
12,0,0,20,rep2_FOV2.tif
13,0,0,20,rep2_FOV2.tif
1,3,0,0,rep2_FOV1.tif
2,4,4,0,rep2_FOV1.tif
3,6,5,0,rep2_FOV1.tif
4,12,1,0,rep2_FOV1.tif
5,5,3,0,rep2_FOV1.tif
6,1,0,0,rep2_FOV1.tif
7,6,2,0,rep2_FOV1.tif
1,3,1,1,rep2_FOV1.tif
2,7,4,1,rep2_FOV1.tif
3,4,4,1,rep2_FOV1.tif
4,11,2,1,rep2_FOV1.tif
5,5,1,1,rep2_FOV1.tif
6,1,0,1,rep2_FOV1.tif
7,6,1,1,rep2_FOV1.tif
1,8,3,2,rep2_FOV1.tif
2,4,1,2,rep2_FOV1.tif
3,4,2,2,rep2_FOV1.tif
4,11,2,2,rep2_FOV1.tif
5,1,0,2,rep2_FOV1.tif
6,2,0,2,rep2_FOV1.tif
7,6,1,2,rep2_FOV1.tif
1,5,2,3,rep2_FOV1.tif
2,7,3,3,rep2_FOV1.tif
3,7,3,3,rep2_FOV1.tif
4,7,1,3,rep2_FOV1.tif
5,2,1,3,rep2_FOV1.tif
6,3,1,3,rep2_FOV1.tif
7,8,1,3,rep2_FOV1.tif
1,8,1,4,rep2_FOV1.tif
2,7,2,4,rep2_FOV1.tif
3,7,2,4,rep2_FOV1.tif
4,2,0,4,rep2_FOV1.tif
5,4,1,4,rep2_FOV1.tif
6,3,0,4,rep2_FOV1.tif
7,9,3,4,rep2_FOV1.tif
1,8,2,5,rep2_FOV1.tif
2,8,2,5,rep2_FOV1.tif
3,7,4,5,rep2_FOV1.tif
4,3,0,5,rep2_FOV1.tif
5,6,1,5,rep2_FOV1.tif
6,2,0,5,rep2_FOV1.tif
7,8,2,5,rep2_FOV1.tif
1,4,0,6,rep2_FOV1.tif
2,3,2,6,rep2_FOV1.tif
3,3,1,6,rep2_FOV1.tif
4,2,0,6,rep2_FOV1.tif
5,4,1,6,rep2_FOV1.tif
6,2,1,6,rep2_FOV1.tif
7,8,1,6,rep2_FOV1.tif
1,5,1,7,rep2_FOV1.tif
2,6,0,7,rep2_FOV1.tif
3,3,1,7,rep2_FOV1.tif
4,2,0,7,rep2_FOV1.tif
5,5,1,7,rep2_FOV1.tif
6,5,3,7,rep2_FOV1.tif
7,8,2,7,rep2_FOV1.tif
1,2,0,8,rep2_FOV1.tif
2,3,1,8,rep2_FOV1.tif
3,7,3,8,rep2_FOV1.tif
4,1,0,8,rep2_FOV1.tif
5,1,1,8,rep2_FOV1.tif
6,5,2,8,rep2_FOV1.tif
7,9,0,8,rep2_FOV1.tif
1,2,0,9,rep2_FOV1.tif
2,2,0,9,rep2_FOV1.tif
3,4,3,9,rep2_FOV1.tif
4,4,0,9,rep2_FOV1.tif
5,2,0,9,rep2_FOV1.tif
6,4,1,9,rep2_FOV1.tif
7,6,0,9,rep2_FOV1.tif
1,0,0,10,rep2_FOV1.tif
2,2,1,10,rep2_FOV1.tif
3,0,0,10,rep2_FOV1.tif
4,2,0,10,rep2_FOV1.tif
5,2,0,10,rep2_FOV1.tif
6,1,0,10,rep2_FOV1.tif
7,6,0,10,rep2_FOV1.tif
1,0,0,11,rep2_FOV1.tif
2,2,0,11,rep2_FOV1.tif
3,0,0,11,rep2_FOV1.tif
4,7,2,11,rep2_FOV1.tif
5,0,0,11,rep2_FOV1.tif
6,3,1,11,rep2_FOV1.tif
7,2,0,11,rep2_FOV1.tif
1,0,0,12,rep2_FOV1.tif
2,0,0,12,rep2_FOV1.tif
3,0,0,12,rep2_FOV1.tif
4,6,2,12,rep2_FOV1.tif
5,0,0,12,rep2_FOV1.tif
6,4,2,12,rep2_FOV1.tif
7,2,1,12,rep2_FOV1.tif
1,0,0,13,rep2_FOV1.tif
2,0,0,13,rep2_FOV1.tif
3,0,0,13,rep2_FOV1.tif
4,6,2,13,rep2_FOV1.tif
5,0,0,13,rep2_FOV1.tif
6,4,1,13,rep2_FOV1.tif
7,2,1,13,rep2_FOV1.tif
1,0,0,14,rep2_FOV1.tif
2,0,0,14,rep2_FOV1.tif
3,0,0,14,rep2_FOV1.tif
4,7,2,14,rep2_FOV1.tif
5,2,2,14,rep2_FOV1.tif
6,5,1,14,rep2_FOV1.tif
7,4,1,14,rep2_FOV1.tif
1,0,0,15,rep2_FOV1.tif
2,0,0,15,rep2_FOV1.tif
3,0,0,15,rep2_FOV1.tif
4,0,0,15,rep2_FOV1.tif
5,3,3,15,rep2_FOV1.tif
6,5,1,15,rep2_FOV1.tif
7,0,0,15,rep2_FOV1.tif
1,0,0,16,rep2_FOV1.tif
2,0,0,16,rep2_FOV1.tif
3,0,0,16,rep2_FOV1.tif
4,0,0,16,rep2_FOV1.tif
5,5,2,16,rep2_FOV1.tif
6,4,0,16,rep2_FOV1.tif
7,0,0,16,rep2_FOV1.tif
1,0,0,17,rep2_FOV1.tif
2,0,0,17,rep2_FOV1.tif
3,0,0,17,rep2_FOV1.tif
4,0,0,17,rep2_FOV1.tif
5,3,2,17,rep2_FOV1.tif
6,3,0,17,rep2_FOV1.tif
7,0,0,17,rep2_FOV1.tif
1,0,0,18,rep2_FOV1.tif
2,0,0,18,rep2_FOV1.tif
3,0,0,18,rep2_FOV1.tif
4,0,0,18,rep2_FOV1.tif
5,5,2,18,rep2_FOV1.tif
6,2,0,18,rep2_FOV1.tif
7,0,0,18,rep2_FOV1.tif
1,0,0,19,rep2_FOV1.tif
2,0,0,19,rep2_FOV1.tif
3,0,0,19,rep2_FOV1.tif
4,0,0,19,rep2_FOV1.tif
5,7,1,19,rep2_FOV1.tif
6,1,0,19,rep2_FOV1.tif
7,0,0,19,rep2_FOV1.tif
1,0,0,20,rep2_FOV1.tif
2,0,0,20,rep2_FOV1.tif
3,0,0,20,rep2_FOV1.tif
4,0,0,20,rep2_FOV1.tif
5,7,2,20,rep2_FOV1.tif
6,0,0,20,rep2_FOV1.tif
7,0,0,20,rep2_FOV1.tif
